,ID_Gato,Raza,Edad,Enfermedad,Historial_Clinico,Sintomas,Condicion_Salud,Estilo_Vida,Tratamiento,Resultado
260,261,Bengalí,12,Hipertiroidismo,Leve,Leve,Ninguna,Exterior,Medicación tiroidea,Mejora
261,262,British Shorthair,15,Hipertiroidismo,Leve,Severo,Ocasional,Interior,Antihistamínicos,Mejora
262,263,Ragdoll,15,Hipertiroidismo,Moderado,Severo,Ninguna,Exterior,Insulina,Deterioro
263,264,Persa,8,Enfermedad renal,Ninguno,Severo,Crónica,Exterior,Antibióticos,Mejora
264,265,Bengalí,8,Enfermedad renal,Moderado,Moderado,Ninguna,Exterior,Medicación tiroidea,Mejora
265,266,Persa,1,Infección urinaria,Severo,Severo,Ocasional,Exterior,Insulina,Mejora
266,267,British Shorthair,15,Hipertiroidismo,Moderado,Leve,Crónica,Interior,Terapia de fluidos,Mejora
267,268,British Shorthair,3,Hipertiroidismo,Moderado,Moderado,Ninguna,Interior,Antibióticos,Sin Cambio
268,269,Ragdoll,4,Infección urinaria,Severo,Ninguno,Ocasional,Interior,Antihistamínicos,Mejora
269,270,Bengalí,15,Diabetes,Moderado,Moderado,Ninguna,Exterior,Terapia de fluidos,Mejora
270,271,Ragdoll,4,Infección urinaria,Ninguno,Leve,Ocasional,Interior,Antihistamínicos,Sin Cambio
271,272,Ragdoll,12,Alergias,Severo,Severo,Ninguna,Interior,Antihistamínicos,Mejora
272,273,Siamés,11,Hipertiroidismo,Moderado,Severo,Ocasional,Interior,Antihistamínicos,Deterioro
273,274,Persa,10,Hipertiroidismo,Moderado,Ninguno,Ninguna,Interior,Antibióticos,Mejora
274,275,Siamés,11,Infección urinaria,Severo,Severo,Ninguna,Exterior,Medicación tiroidea,Mejora
275,276,Bengalí,1,Hipertiroidismo,Leve,Ninguno,Crónica,Exterior,Antihistamínicos,Mejora
276,277,Siamés,12,Infección urinaria,Leve,Ninguno,Ocasional,Exterior,Antibióticos,Mejora
277,278,Bengalí,8,Enfermedad renal,Ninguno,Leve,Ninguna,Exterior,Medicación tiroidea,Deterioro
278,279,Siamés,2,Infección urinaria,Moderado,Ninguno,Crónica,Exterior,Antihistamínicos,Sin Cambio
279,280,Persa,13,Enfermedad renal,Moderado,Leve,Ninguna,Exterior,Medicación tiroidea,Sin Cambio
280,281,Ragdoll,7,Diabetes,Severo,Moderado,Ninguna,Interior,Terapia de fluidos,Mejora
281,282,British Shorthair,5,Alergias,Severo,Leve,Ninguna,Exterior,Insulina,Deterioro
282,283,Persa,8,Alergias,Severo,Leve,Ninguna,Exterior,Antibióticos,Deterioro
283,284,Persa,2,Diabetes,Ninguno,Ninguno,Ocasional,Exterior,Terapia de fluidos,Mejora
284,285,British Shorthair,11,Diabetes,Leve,Moderado,Ocasional,Interior,Terapia de fluidos,Mejora
285,286,British Shorthair,15,Diabetes,Severo,Severo,Ninguna,Interior,Medicación tiroidea,Mejora
286,287,Siamés,6,Infección urinaria,Ninguno,Moderado,Ocasional,Exterior,Insulina,Deterioro
287,288,British Shorthair,5,Diabetes,Ninguno,Ninguno,Ocasional,Interior,Antihistamínicos,Sin Cambio
288,289,Siamés,5,Diabetes,Ninguno,Ninguno,Ninguna,Interior,Terapia de fluidos,Mejora
289,290,Persa,12,Diabetes,Severo,Leve,Ninguna,Exterior,Antihistamínicos,Mejora
290,291,Persa,15,Diabetes,Ninguno,Severo,Crónica,Interior,Antihistamínicos,Deterioro
291,292,Persa,2,Infección urinaria,Severo,Leve,Ninguna,Interior,Insulina,Mejora
292,293,Bengalí,3,Infección urinaria,Moderado,Leve,Crónica,Exterior,Medicación tiroidea,Sin Cambio
293,294,Siamés,3,Enfermedad renal,Leve,Ninguno,Ocasional,Interior,Antihistamínicos,Sin Cambio
294,295,British Shorthair,13,Diabetes,Leve,Severo,Ocasional,Interior,Antihistamínicos,Mejora
295,296,Bengalí,4,Alergias,Severo,Leve,Ninguna,Interior,Antibióticos,Mejora
296,297,Siamés,7,Enfermedad renal,Severo,Leve,Crónica,Exterior,Antihistamínicos,Sin Cambio
297,298,Siamés,7,Infección urinaria,Ninguno,Severo,Ocasional,Exterior,Terapia de fluidos,Mejora
298,299,Bengalí,8,Alergias,Ninguno,Moderado,Crónica,Exterior,Terapia de fluidos,Mejora
299,300,Siamés,8,Alergias,Leve,Severo,Ninguna,Interior,Antibióticos,Sin Cambio
300,301,Bengalí,1,Infección urinaria,Leve,Severo,Crónica,Interior,Insulina,Deterioro
301,302,Siamés,5,Enfermedad renal,Moderado,Moderado,Crónica,Interior,Antihistamínicos,Mejora
302,303,Persa,5,Hipertiroidismo,Severo,Moderado,Ninguna,Exterior,Insulina,Sin Cambio
303,304,British Shorthair,9,Infección urinaria,Leve,Leve,Ninguna,Exterior,Antibióticos,Mejora
304,305,Persa,9,Hipertiroidismo,Moderado,Severo,Ocasional,Interior,Antihistamínicos,Mejora
305,306,Ragdoll,9,Alergias,Ninguno,Ninguno,Ninguna,Exterior,Medicación tiroidea,Sin Cambio
306,307,Ragdoll,7,Infección urinaria,Leve,Severo,Ninguna,Interior,Terapia de fluidos,Deterioro
307,308,Ragdoll,6,Enfermedad renal,Ninguno,Leve,Ninguna,Exterior,Medicación tiroidea,Deterioro
308,309,Persa,3,Alergias,Severo,Moderado,Crónica,Interior,Terapia de fluidos,Mejora
309,310,Persa,11,Hipertiroidismo,Moderado,Severo,Crónica,Interior,Medicación tiroidea,Sin Cambio
310,311,British Shorthair,12,Alergias,Leve,Ninguno,Ninguna,Interior,Antibióticos,Mejora
311,312,Siamés,9,Alergias,Moderado,Severo,Ninguna,Exterior,Antibióticos,Sin Cambio
312,313,Bengalí,2,Enfermedad renal,Severo,Ninguno,Ninguna,Exterior,Terapia de fluidos,Mejora
313,314,Persa,9,Hipertiroidismo,Ninguno,Severo,Ninguna,Interior,Antibióticos,Deterioro
314,315,Siamés,15,Infección urinaria,Leve,Leve,Crónica,Exterior,Antihistamínicos,Sin Cambio
315,316,Siamés,9,Enfermedad renal,Ninguno,Moderado,Crónica,Interior,Insulina,Mejora
316,317,Persa,7,Alergias,Ninguno,Moderado,Crónica,Interior,Terapia de fluidos,Mejora
317,318,Siamés,10,Hipertiroidismo,Leve,Leve,Crónica,Interior,Antibióticos,Mejora
318,319,Ragdoll,9,Hipertiroidismo,Ninguno,Severo,Ninguna,Exterior,Antihistamínicos,Sin Cambio
319,320,Bengalí,2,Infección urinaria,Leve,Moderado,Crónica,Exterior,Insulina,Mejora
320,321,Persa,5,Enfermedad renal,Severo,Severo,Ninguna,Interior,Terapia de fluidos,Mejora
321,322,Ragdoll,1,Alergias,Ninguno,Ninguno,Crónica,Interior,Insulina,Mejora
322,323,Ragdoll,4,Enfermedad renal,Moderado,Ninguno,Crónica,Exterior,Antihistamínicos,Deterioro
323,324,Ragdoll,8,Hipertiroidismo,Leve,Ninguno,Crónica,Interior,Terapia de fluidos,Mejora
324,325,Persa,15,Diabetes,Ninguno,Severo,Ocasional,Interior,Medicación tiroidea,Deterioro
325,326,British Shorthair,14,Diabetes,Leve,Ninguno,Ocasional,Exterior,Insulina,Deterioro
326,327,Siamés,14,Hipertiroidismo,Moderado,Severo,Crónica,Exterior,Terapia de fluidos,Sin Cambio
327,328,Ragdoll,14,Diabetes,Severo,Moderado,Ocasional,Interior,Antibióticos,Deterioro
328,329,Siamés,8,Diabetes,Ninguno,Moderado,Ocasional,Exterior,Medicación tiroidea,Sin Cambio
329,330,Siamés,9,Diabetes,Moderado,Severo,Crónica,Interior,Terapia de fluidos,Mejora
330,331,British Shorthair,11,Enfermedad renal,Ninguno,Moderado,Ninguna,Interior,Antihistamínicos,Sin Cambio
331,332,Persa,14,Hipertiroidismo,Leve,Moderado,Ocasional,Interior,Antihistamínicos,Sin Cambio
332,333,British Shorthair,8,Enfermedad renal,Severo,Ninguno,Ocasional,Exterior,Antihistamínicos,Mejora
333,334,Bengalí,8,Infección urinaria,Severo,Moderado,Ocasional,Interior,Medicación tiroidea,Deterioro
334,335,Ragdoll,3,Alergias,Ninguno,Severo,Crónica,Interior,Antibióticos,Mejora
335,336,British Shorthair,5,Hipertiroidismo,Moderado,Ninguno,Ninguna,Exterior,Terapia de fluidos,Deterioro
336,337,Persa,6,Alergias,Leve,Severo,Ocasional,Interior,Antihistamínicos,Mejora
337,338,British Shorthair,13,Enfermedad renal,Moderado,Ninguno,Crónica,Exterior,Antihistamínicos,Mejora
338,339,Siamés,13,Infección urinaria,Leve,Moderado,Ocasional,Exterior,Insulina,Deterioro
339,340,Ragdoll,10,Diabetes,Ninguno,Moderado,Crónica,Interior,Antibióticos,Deterioro
340,341,Siamés,11,Hipertiroidismo,Leve,Leve,Crónica,Interior,Insulina,Mejora
341,342,Bengalí,13,Alergias,Moderado,Moderado,Crónica,Exterior,Medicación tiroidea,Mejora
342,343,Persa,2,Diabetes,Moderado,Severo,Crónica,Interior,Antihistamínicos,Mejora
343,344,Ragdoll,9,Infección urinaria,Moderado,Severo,Crónica,Exterior,Medicación tiroidea,Sin Cambio
344,345,Persa,9,Diabetes,Leve,Moderado,Ninguna,Interior,Medicación tiroidea,Mejora
345,346,Bengalí,9,Infección urinaria,Ninguno,Ninguno,Crónica,Exterior,Medicación tiroidea,Sin Cambio
346,347,Bengalí,3,Diabetes,Moderado,Severo,Crónica,Interior,Antihistamínicos,Mejora
347,348,Persa,15,Hipertiroidismo,Leve,Leve,Ninguna,Exterior,Terapia de fluidos,Mejora
348,349,British Shorthair,10,Enfermedad renal,Ninguno,Leve,Ninguna,Exterior,Antibióticos,Mejora
349,350,Ragdoll,8,Enfermedad renal,Leve,Ninguno,Ninguna,Exterior,Antihistamínicos,Sin Cambio
350,351,Persa,13,Alergias,Leve,Leve,Ninguna,Interior,Antihistamínicos,Deterioro
351,352,British Shorthair,14,Enfermedad renal,Ninguno,Moderado,Ninguna,Interior,Antibióticos,Mejora
352,353,Bengalí,1,Diabetes,Severo,Ninguno,Ocasional,Exterior,Medicación tiroidea,Mejora
353,354,Siamés,3,Enfermedad renal,Ninguno,Severo,Ocasional,Interior,Insulina,Deterioro
354,355,British Shorthair,15,Enfermedad renal,Moderado,Severo,Ocasional,Exterior,Antibióticos,Mejora
355,356,Persa,10,Hipertiroidismo,Severo,Leve,Ninguna,Interior,Antibióticos,Sin Cambio
356,357,British Shorthair,13,Diabetes,Severo,Ninguno,Crónica,Interior,Medicación tiroidea,Deterioro
357,358,Persa,12,Alergias,Leve,Leve,Ninguna,Exterior,Antihistamínicos,Mejora
358,359,Persa,15,Enfermedad renal,Leve,Leve,Crónica,Exterior,Medicación tiroidea,Mejora
359,360,Siamés,1,Alergias,Moderado,Ninguno,Ninguna,Exterior,Medicación tiroidea,Mejora
360,361,Siamés,3,Enfermedad renal,Leve,Ninguno,Ninguna,Exterior,Antibióticos,Mejora
361,362,British Shorthair,3,Enfermedad renal,Moderado,Moderado,Ocasional,Interior,Antihistamínicos,Sin Cambio
362,363,British Shorthair,7,Enfermedad renal,Ninguno,Severo,Crónica,Exterior,Terapia de fluidos,Mejora
363,364,Ragdoll,8,Alergias,Severo,Ninguno,Ninguna,Interior,Insulina,Deterioro
364,365,British Shorthair,15,Infección urinaria,Severo,Ninguno,Crónica,Interior,Antihistamínicos,Deterioro
365,366,Siamés,2,Alergias,Leve,Ninguno,Ocasional,Exterior,Antibióticos,Sin Cambio
366,367,British Shorthair,10,Alergias,Leve,Leve,Ocasional,Exterior,Medicación tiroidea,Sin Cambio
367,368,British Shorthair,15,Infección urinaria,Severo,Moderado,Crónica,Exterior,Terapia de fluidos,Sin Cambio
368,369,Siamés,3,Alergias,Leve,Leve,Crónica,Exterior,Antibióticos,Mejora
369,370,Bengalí,2,Hipertiroidismo,Ninguno,Moderado,Ninguna,Interior,Terapia de fluidos,Deterioro
370,371,Persa,13,Enfermedad renal,Moderado,Moderado,Ocasional,Exterior,Terapia de fluidos,Mejora
371,372,Bengalí,12,Diabetes,Leve,Moderado,Crónica,Interior,Terapia de fluidos,Mejora
372,373,Bengalí,15,Diabetes,Moderado,Moderado,Ninguna,Exterior,Antihistamínicos,Deterioro
373,374,Ragdoll,15,Infección urinaria,Ninguno,Moderado,Ocasional,Exterior,Antibióticos,Mejora
374,375,Siamés,2,Infección urinaria,Ninguno,Leve,Crónica,Interior,Insulina,Sin Cambio
375,376,Bengalí,10,Enfermedad renal,Severo,Moderado,Ocasional,Interior,Antihistamínicos,Deterioro
376,377,Bengalí,15,Hipertiroidismo,Leve,Ninguno,Ocasional,Exterior,Medicación tiroidea,Mejora
377,378,Ragdoll,2,Alergias,Moderado,Severo,Ninguna,Exterior,Terapia de fluidos,Sin Cambio
378,379,Bengalí,3,Enfermedad renal,Leve,Leve,Ninguna,Interior,Antibióticos,Mejora
379,380,British Shorthair,14,Alergias,Severo,Leve,Ninguna,Exterior,Medicación tiroidea,Deterioro
380,381,Ragdoll,9,Infección urinaria,Severo,Severo,Crónica,Exterior,Terapia de fluidos,Sin Cambio
381,382,Bengalí,7,Diabetes,Ninguno,Moderado,Crónica,Exterior,Terapia de fluidos,Mejora
382,383,Persa,15,Enfermedad renal,Leve,Ninguno,Ocasional,Interior,Insulina,Sin Cambio
383,384,Siamés,7,Alergias,Severo,Ninguno,Crónica,Exterior,Medicación tiroidea,Mejora
384,385,Siamés,2,Hipertiroidismo,Moderado,Moderado,Ocasional,Interior,Medicación tiroidea,Mejora
385,386,Bengalí,13,Alergias,Severo,Ninguno,Ocasional,Exterior,Terapia de fluidos,Deterioro
386,387,Persa,8,Infección urinaria,Severo,Leve,Ninguna,Exterior,Terapia de fluidos,Mejora
387,388,Ragdoll,4,Enfermedad renal,Ninguno,Ninguno,Ocasional,Exterior,Antibióticos,Sin Cambio
388,389,Siamés,8,Infección urinaria,Ninguno,Leve,Crónica,Interior,Terapia de fluidos,Sin Cambio
389,390,Bengalí,5,Infección urinaria,Ninguno,Leve,Ninguna,Exterior,Insulina,Mejora
390,391,Persa,6,Enfermedad renal,Severo,Leve,Ocasional,Interior,Insulina,Mejora
391,392,Siamés,15,Hipertiroidismo,Severo,Severo,Ocasional,Exterior,Antibióticos,Mejora
392,393,Siamés,7,Diabetes,Leve,Leve,Ocasional,Exterior,Antihistamínicos,Deterioro
393,394,Bengalí,1,Alergias,Ninguno,Severo,Ocasional,Interior,Antihistamínicos,Mejora
394,395,British Shorthair,10,Alergias,Ninguno,Moderado,Crónica,Exterior,Terapia de fluidos,Mejora
395,396,Bengalí,8,Diabetes,Leve,Severo,Ninguna,Interior,Insulina,Deterioro
396,397,Bengalí,6,Hipertiroidismo,Leve,Ninguno,Ninguna,Exterior,Antibióticos,Mejora
397,398,Siamés,5,Enfermedad renal,Ninguno,Severo,Crónica,Interior,Antibióticos,Sin Cambio
398,399,Bengalí,6,Diabetes,Moderado,Ninguno,Ninguna,Interior,Antibióticos,Mejora
399,400,Persa,2,Enfermedad renal,Ninguno,Ninguno,Ninguna,Interior,Medicación tiroidea,Mejora
400,401,Bengalí,13,Alergias,Leve,Moderado,Ocasional,Interior,Medicación tiroidea,Sin Cambio
401,402,Bengalí,13,Enfermedad renal,Leve,Leve,Ninguna,Interior,Antibióticos,Deterioro
402,403,British Shorthair,11,Diabetes,Ninguno,Moderado,Crónica,Exterior,Antihistamínicos,Mejora
403,404,British Shorthair,7,Infección urinaria,Moderado,Leve,Ninguna,Exterior,Antihistamínicos,Deterioro
404,405,British Shorthair,6,Enfermedad renal,Moderado,Ninguno,Crónica,Interior,Terapia de fluidos,Mejora
405,406,Siamés,4,Enfermedad renal,Severo,Leve,Crónica,Interior,Antibióticos,Sin Cambio
406,407,Persa,12,Alergias,Leve,Severo,Crónica,Exterior,Antibióticos,Sin Cambio
407,408,Siamés,5,Infección urinaria,Ninguno,Ninguno,Crónica,Exterior,Medicación tiroidea,Mejora
408,409,Bengalí,7,Alergias,Severo,Severo,Ocasional,Interior,Terapia de fluidos,Deterioro
409,410,Siamés,5,Enfermedad renal,Severo,Moderado,Crónica,Exterior,Medicación tiroidea,Sin Cambio
410,411,Siamés,5,Infección urinaria,Ninguno,Ninguno,Ninguna,Exterior,Medicación tiroidea,Deterioro
411,412,Bengalí,4,Diabetes,Ninguno,Severo,Crónica,Exterior,Antihistamínicos,Sin Cambio
412,413,Persa,2,Alergias,Moderado,Leve,Crónica,Interior,Terapia de fluidos,Mejora
413,414,Ragdoll,9,Alergias,Moderado,Moderado,Ninguna,Interior,Insulina,Mejora
414,415,Ragdoll,6,Alergias,Moderado,Ninguno,Ocasional,Interior,Insulina,Deterioro
415,416,Ragdoll,2,Enfermedad renal,Ninguno,Moderado,Ocasional,Exterior,Medicación tiroidea,Sin Cambio
416,417,Siamés,12,Infección urinaria,Ninguno,Ninguno,Crónica,Interior,Medicación tiroidea,Sin Cambio
417,418,Siamés,2,Infección urinaria,Moderado,Severo,Crónica,Interior,Medicación tiroidea,Mejora
418,419,Ragdoll,14,Hipertiroidismo,Moderado,Severo,Crónica,Exterior,Antibióticos,Sin Cambio
419,420,British Shorthair,14,Infección urinaria,Leve,Ninguno,Crónica,Interior,Terapia de fluidos,Sin Cambio
420,421,Ragdoll,10,Hipertiroidismo,Severo,Severo,Crónica,Exterior,Medicación tiroidea,Mejora
421,422,Bengalí,10,Infección urinaria,Severo,Ninguno,Ocasional,Interior,Antihistamínicos,Mejora
422,423,Bengalí,1,Diabetes,Leve,Moderado,Ninguna,Exterior,Insulina,Sin Cambio
423,424,Ragdoll,15,Diabetes,Moderado,Ninguno,Ninguna,Exterior,Antibióticos,Sin Cambio
424,425,Ragdoll,2,Infección urinaria,Moderado,Leve,Ninguna,Interior,Antibióticos,Mejora
425,426,Ragdoll,1,Hipertiroidismo,Ninguno,Leve,Crónica,Exterior,Insulina,Mejora
426,427,British Shorthair,6,Diabetes,Ninguno,Ninguno,Crónica,Exterior,Insulina,Sin Cambio
427,428,Persa,15,Enfermedad renal,Moderado,Severo,Crónica,Interior,Antihistamínicos,Mejora
428,429,Siamés,2,Enfermedad renal,Leve,Severo,Crónica,Exterior,Antibióticos,Deterioro
429,430,Bengalí,15,Enfermedad renal,Ninguno,Leve,Crónica,Interior,Antihistamínicos,Mejora
430,431,Ragdoll,14,Alergias,Leve,Moderado,Ninguna,Interior,Antibióticos,Sin Cambio
431,432,Ragdoll,9,Alergias,Moderado,Leve,Crónica,Interior,Medicación tiroidea,Sin Cambio
432,433,Siamés,3,Alergias,Severo,Moderado,Ocasional,Exterior,Terapia de fluidos,Mejora
433,434,Persa,11,Diabetes,Moderado,Ninguno,Crónica,Exterior,Terapia de fluidos,Sin Cambio
434,435,Ragdoll,7,Diabetes,Ninguno,Leve,Ninguna,Interior,Antibióticos,Sin Cambio
435,436,Ragdoll,10,Alergias,Ninguno,Severo,Crónica,Interior,Antibióticos,Deterioro
436,437,British Shorthair,7,Hipertiroidismo,Leve,Ninguno,Crónica,Exterior,Terapia de fluidos,Mejora
437,438,Siamés,9,Infección urinaria,Moderado,Leve,Crónica,Exterior,Antibióticos,Mejora
438,439,British Shorthair,1,Diabetes,Severo,Moderado,Crónica,Exterior,Terapia de fluidos,Sin Cambio
439,440,Siamés,4,Enfermedad renal,Moderado,Severo,Ocasional,Exterior,Insulina,Deterioro
440,441,British Shorthair,9,Infección urinaria,Moderado,Ninguno,Crónica,Exterior,Terapia de fluidos,Mejora
441,442,Ragdoll,2,Alergias,Leve,Severo,Crónica,Interior,Antihistamínicos,Deterioro
442,443,British Shorthair,10,Enfermedad renal,Ninguno,Moderado,Crónica,Exterior,Terapia de fluidos,Sin Cambio
443,444,British Shorthair,15,Alergias,Leve,Moderado,Ninguna,Interior,Antihistamínicos,Mejora
444,445,Persa,11,Hipertiroidismo,Moderado,Leve,Ocasional,Exterior,Antibióticos,Mejora
445,446,Siamés,6,Diabetes,Severo,Moderado,Crónica,Interior,Insulina,Mejora
446,447,British Shorthair,11,Infección urinaria,Moderado,Severo,Ocasional,Exterior,Terapia de fluidos,Deterioro
447,448,Siamés,7,Hipertiroidismo,Leve,Ninguno,Ninguna,Exterior,Antihistamínicos,Deterioro
448,449,Bengalí,2,Infección urinaria,Severo,Severo,Ninguna,Exterior,Antihistamínicos,Mejora
449,450,Siamés,6,Infección urinaria,Ninguno,Moderado,Ocasional,Exterior,Antihistamínicos,Sin Cambio
450,451,British Shorthair,10,Alergias,Ninguno,Severo,Ocasional,Exterior,Terapia de fluidos,Mejora
451,452,Persa,10,Infección urinaria,Severo,Leve,Ocasional,Exterior,Antibióticos,Deterioro
452,453,Bengalí,6,Diabetes,Leve,Ninguno,Crónica,Interior,Antibióticos,Mejora
453,454,Bengalí,1,Diabetes,Moderado,Ninguno,Crónica,Interior,Medicación tiroidea,Mejora
454,455,Ragdoll,5,Alergias,Ninguno,Moderado,Ninguna,Interior,Terapia de fluidos,Mejora
455,456,Persa,15,Diabetes,Ninguno,Ninguno,Ninguna,Interior,Insulina,Sin Cambio
456,457,Persa,15,Alergias,Severo,Leve,Crónica,Interior,Medicación tiroidea,Deterioro
457,458,Bengalí,14,Alergias,Ninguno,Severo,Ocasional,Exterior,Antihistamínicos,Mejora
458,459,Persa,11,Infección urinaria,Moderado,Severo,Ocasional,Interior,Medicación tiroidea,Mejora
459,460,British Shorthair,1,Diabetes,Leve,Ninguno,Ninguna,Interior,Antihistamínicos,Sin Cambio
460,461,Ragdoll,4,Enfermedad renal,Moderado,Moderado,Ocasional,Interior,Antibióticos,Sin Cambio
461,462,Siamés,6,Enfermedad renal,Severo,Severo,Ninguna,Interior,Terapia de fluidos,Mejora
462,463,Persa,15,Diabetes,Severo,Leve,Crónica,Exterior,Antibióticos,Deterioro
463,464,British Shorthair,1,Alergias,Ninguno,Ninguno,Ninguna,Interior,Insulina,Sin Cambio
464,465,Siamés,1,Alergias,Moderado,Ninguno,Ocasional,Interior,Terapia de fluidos,Sin Cambio
465,466,Ragdoll,3,Alergias,Leve,Severo,Ocasional,Interior,Antibióticos,Deterioro
466,467,British Shorthair,12,Diabetes,Moderado,Leve,Ocasional,Exterior,Antihistamínicos,Sin Cambio
467,468,Persa,10,Infección urinaria,Ninguno,Severo,Ninguna,Exterior,Insulina,Mejora
468,469,Persa,14,Hipertiroidismo,Severo,Moderado,Crónica,Interior,Antibióticos,Mejora
469,470,Persa,15,Enfermedad renal,Leve,Severo,Crónica,Exterior,Antihistamínicos,Sin Cambio
470,471,Persa,6,Diabetes,Severo,Leve,Ninguna,Interior,Antihistamínicos,Mejora
471,472,Persa,5,Infección urinaria,Severo,Ninguno,Ninguna,Exterior,Medicación tiroidea,Deterioro
472,473,British Shorthair,6,Enfermedad renal,Severo,Leve,Ocasional,Exterior,Insulina,Sin Cambio
473,474,British Shorthair,15,Alergias,Severo,Leve,Crónica,Interior,Insulina,Deterioro
474,475,Ragdoll,10,Diabetes,Ninguno,Severo,Crónica,Exterior,Antibióticos,Mejora
475,476,Ragdoll,6,Hipertiroidismo,Leve,Ninguno,Crónica,Exterior,Terapia de fluidos,Sin Cambio
476,477,Bengalí,7,Infección urinaria,Moderado,Ninguno,Crónica,Exterior,Medicación tiroidea,Sin Cambio
477,478,Siamés,9,Enfermedad renal,Ninguno,Moderado,Ocasional,Interior,Antibióticos,Deterioro
478,479,Bengalí,7,Enfermedad renal,Moderado,Leve,Ocasional,Interior,Terapia de fluidos,Mejora
479,480,Persa,7,Enfermedad renal,Moderado,Moderado,Ninguna,Interior,Insulina,Mejora
480,481,Persa,11,Alergias,Ninguno,Moderado,Ocasional,Exterior,Insulina,Mejora
481,482,Ragdoll,3,Infección urinaria,Severo,Ninguno,Crónica,Exterior,Antibióticos,Deterioro
482,483,British Shorthair,13,Alergias,Severo,Leve,Crónica,Interior,Antihistamínicos,Sin Cambio
483,484,Bengalí,8,Diabetes,Ninguno,Moderado,Ninguna,Exterior,Antibióticos,Deterioro
484,485,Bengalí,13,Diabetes,Ninguno,Leve,Ninguna,Exterior,Insulina,Deterioro
485,486,Siamés,14,Enfermedad renal,Ninguno,Ninguno,Ninguna,Interior,Antihistamínicos,Mejora
486,487,Ragdoll,14,Enfermedad renal,Moderado,Severo,Ninguna,Interior,Antihistamínicos,Mejora
487,488,Bengalí,5,Diabetes,Severo,Severo,Ocasional,Exterior,Terapia de fluidos,Deterioro
488,489,Persa,11,Enfermedad renal,Leve,Leve,Crónica,Exterior,Insulina,Mejora
489,490,Siamés,14,Alergias,Moderado,Moderado,Ocasional,Exterior,Antibióticos,Sin Cambio
490,491,Siamés,9,Enfermedad renal,Severo,Severo,Ocasional,Exterior,Antihistamínicos,Deterioro
491,492,Siamés,5,Enfermedad renal,Leve,Severo,Crónica,Exterior,Antibióticos,Mejora
492,493,Siamés,14,Infección urinaria,Ninguno,Moderado,Ninguna,Interior,Antibióticos,Sin Cambio
493,494,Persa,3,Infección urinaria,Ninguno,Ninguno,Ninguna,Exterior,Antihistamínicos,Mejora
494,495,Ragdoll,11,Enfermedad renal,Moderado,Leve,Ocasional,Interior,Antihistamínicos,Mejora
495,496,Ragdoll,10,Hipertiroidismo,Leve,Moderado,Ocasional,Interior,Medicación tiroidea,Mejora
496,497,Bengalí,1,Alergias,Ninguno,Severo,Crónica,Exterior,Antibióticos,Mejora
497,498,Ragdoll,9,Alergias,Moderado,Moderado,Ninguna,Interior,Terapia de fluidos,Sin Cambio
498,499,Bengalí,11,Enfermedad renal,Ninguno,Severo,Ninguna,Interior,Antihistamínicos,Deterioro
499,500,Ragdoll,6,Infección urinaria,Moderado,Severo,Ocasional,Interior,Medicación tiroidea,Sin Cambio
500,501,Siamés,1,Hipertiroidismo,Leve,Ninguno,Crónica,Exterior,Antibióticos,Sin Cambio
501,502,Ragdoll,8,Hipertiroidismo,Severo,Severo,Ninguna,Exterior,Terapia de fluidos,Mejora
502,503,British Shorthair,15,Enfermedad renal,Leve,Severo,Ninguna,Interior,Terapia de fluidos,Sin Cambio
503,504,Bengalí,1,Hipertiroidismo,Leve,Ninguno,Crónica,Exterior,Antibióticos,Mejora
504,505,Persa,8,Alergias,Ninguno,Ninguno,Ocasional,Interior,Antihistamínicos,Sin Cambio
505,506,Siamés,13,Enfermedad renal,Ninguno,Severo,Crónica,Interior,Antibióticos,Mejora
506,507,Persa,1,Enfermedad renal,Leve,Severo,Ninguna,Interior,Antibióticos,Sin Cambio
507,508,Siamés,8,Alergias,Ninguno,Severo,Ninguna,Interior,Antibióticos,Mejora
508,509,Bengalí,7,Infección urinaria,Ninguno,Ninguno,Ocasional,Interior,Medicación tiroidea,Mejora
509,510,British Shorthair,2,Infección urinaria,Leve,Moderado,Ocasional,Exterior,Medicación tiroidea,Deterioro
510,511,British Shorthair,12,Infección urinaria,Moderado,Leve,Ninguna,Exterior,Antihistamínicos,Deterioro
511,512,Persa,9,Diabetes,Ninguno,Ninguno,Ninguna,Interior,Terapia de fluidos,Mejora
512,513,Ragdoll,3,Hipertiroidismo,Severo,Severo,Ocasional,Interior,Antibióticos,Sin Cambio
513,514,British Shorthair,7,Alergias,Moderado,Severo,Ninguna,Exterior,Antibióticos,Mejora
514,515,Siamés,10,Infección urinaria,Severo,Moderado,Ocasional,Interior,Insulina,Sin Cambio
515,516,Persa,7,Hipertiroidismo,Severo,Ninguno,Ocasional,Exterior,Medicación tiroidea,Sin Cambio
516,517,Persa,11,Infección urinaria,Ninguno,Severo,Ninguna,Exterior,Antihistamínicos,Sin Cambio
517,518,Siamés,6,Alergias,Leve,Moderado,Crónica,Exterior,Insulina,Deterioro
518,519,Bengalí,13,Alergias,Moderado,Leve,Crónica,Exterior,Antihistamínicos,Sin Cambio
519,520,Siamés,12,Enfermedad renal,Moderado,Severo,Ocasional,Exterior,Antihistamínicos,Sin Cambio
520,521,Persa,10,Infección urinaria,Ninguno,Ninguno,Crónica,Interior,Antibióticos,Sin Cambio
